LUK	10	17	वे सत्तर आनन्द से फिर आकर कहने लगे, “हे प्रभु, तेरे नाम से दुष्टात्मा भी हमारे वश में है।”	Ado onko eae golko raskaka- te ruar Һec'enќeko menkeda, E Probhu, bhutko sudha am ńutum- teko ale gobolok'kana. 'ï’Adoe metat'koa, Soetan do serma khon bijli leka niroK'Kan il ne!aKadea. Mepe, Il kidiñko cetanre lebe- dok’ ar bairi reak’ joto dare cetanre ektiariñ emakawatpea, ar oka lekate hō jāhānak'te ohope han- lena. ?Enrehõ jiukoko ape gobol- ok'kante do alope raskak'a, bic- kom apeaK' ńutum sermare ol carhaoakantege raskak'pe. Ac'ten Apate sarhaoekan
LUK	10	18	उसने उनसे कहा, \wj “मैं शैतान को बिजली के समान स्वर्ग से गिरा हुआ देख रहा था।\wj*\bdit (प्रका. 12:7-9, यशा. 14:12) \bdit*	Jisu doe metadea, Cedak’ bhage dom metańkana? Miť goten, me- ќak'te, Isor chada oKoe hō bae bhagea. '°Hukumko dom badae- gea, alom lotghutia, alom khūna, alom kombroea, ere alom dohaK'a, alom hahaundia, endat apum ga- naokinte. Uni doe metadea, E guru, gidra khonge noako do jotoń doho aguakada. ?'Jisu do uniye benget'adea are dularkedea; meta- deae, Mitten dom bakiakada, do senkate menak'tamak’ko akriћte ar rendec' orecko emakom, ado sermare dhon hoyok’tama, ar dela pańjańme. ?*Menkhan uni do ona kathateye mirluņnena ar bhabnak'- kane ruar calaoena; ente adi utar dhon tahēkantaea.
LUK	10	23	और चेलों की ओर मुड़कर अकेले में कहा, \wj “धन्य हैं वे आँखें, जो ये बातें जो तुम देखते हो देखती हैं,\wj*	Khange Jisu do benget’ acur- kate acten celakoe metat'koa, Acel pace! dhonan hor Isorak’ raj- reko bolok’ do tinak’ mohńjora. ?4Celako do uniak’ kathateko thar- basaoena. Menkhan Jisu do onko arhõe teѓa koa, E bachako, dhon duribre bhorsak’kan horko lagit' Isorak' rajre bolok’ do heran mohńjora. 2? Kisar hor 1$oraK' raj- reye bolok’ khon sui Bhadakte She bolo tabok’ do algagea. Onko do bharo cabayenteko mepenena, Endekhan okoeye bańcao dare- Kok'a2
LUK	10	28	उसने उससे कहा, “तूने ठीक उत्तर दिया, यही कर तो तू जीवित रहेगा।” \bdit (लैव्य. 18:5) \bdit*	Ado noako kathae rorket' irai din gan tayom, Patras ar Johan ar Jakobteko songeket'kote koe- jona mente buruteye decena. Are koejonkan їaheKanre uniak’ mēt'- aha do ne!oK'te etak’ lekayena, ar uņiak’ kicric' hb pirit’ pirit’ pond- entaea. Ar ńelpe, bar hor uni tuluc'kin galmaraokan tahēkana, metak'me, Mose ar Eliage, ?'one unkin thonokre sodorente inїaK' odok calak’ reankin galmaraokan tahēkan, one okatak’ Jerusalem- reye purau Iadiaok' Kan tahēkan. 3#At Patras ar uni tuluc' tahēkan- kin do hap jhap dudrumet’'ko їahe- kana; menkhanko benget’ phar- naoket' kħan uniak'’ thonokko ne!- keda, ar uni tuluc'kin tengoakan unkin bar hor. Ar uni khonkin Bedarokte Patras do Jisui meta- dea, E guru, ale nonde menak'le do adi juta; peale kumbaia, tiї’ do am iadiї, mit’ do Mose Iadiї, ar tiї ao Elia lagit — okatāk’e roror- kan ona do begor badaetege. Ar noaKoe rororkan tahēkan jokhec' tїїCec' rimil raKap'enїeye umul eset'ket'koa, ar rimilteko eseaok' jokhec’ doko botorena. 2°Ar rimil khon mitten aran ańjomena, Nuige їnren Hopon, uni bachaoakanic’ge; uniak’ aћjortќaepe. *%Ar aran aijo- mok'kan tahěkanre do Jisu eskar- geye ne! natena. Ar onko do hapegeko tahēyena, ar akoko ńel- letak’ko do onako dinre okoe hō bako lai Baramaї'Koa. Mirgik’ korae bogeyede
LUK	10	37	उसने कहा, “वही जिसने उस पर तरस खाया।” यीशु ने उससे कहा, \wj “जा, तू भी ऐसा ही कर।”\wj*	Ado dosar hilok’ Biri khonko ārgo hec'en khan, adi gadel horko daramkedea. Ar ñelpe, gadel horko modren mit' hor hohoateye menkeda, E guru, am then il nehd- roK'Kana, hoponїn bare benget'ae- me, ente sadher hoponkantińae; Ear ńelme, mit'ten jiue sabea, khan ackageye kikiau goda, photo pho- toyeae are tocra mucriyea, ar garal garal hurur ocokate bariai bagiaea. ®Ar odok gidiye lagit' atren ce!aKon nehðrat'koa, men- khan banko dareada. *'Ado Jisui ror ruarkeda, E bepatiau ar perta pirhirenko, ї1s Һabic’ ape then il tahena ar il sahaokatapea? Dini hoponme nonde aguyem. Ar uniye hec’ sorok'kan tuluc’'ge uni BNACE SOMBAT LUKO OL AKAT REKA9 117 bhut doe or ripi ripikeiea are rnocra mucrikedea. Jisu do uni Besapha jiue dhomkaokedea ar uni korae bogekedea, ar apat thene jimaka- dea. *Khande joto hor Isorak' marantet' iateko bharoyena. Ac'aK' gujuk’ ar jiwet’ beredok’ rean arhõe lai 1ahaye? Ar sanam hor okakoe kamikan tahēkan joto reanko haharak'kan tahëkanre acten celakoe metat- Koa, *“CoaKo katha do apeak' lut- urre rebet dohoepe; Manwa Hop- on do horkoak’ tireye soprot ocok' Iadiaok'Kana. Menkhan noa katha do bako bujhaulak’a, ar onko khon danange tahēkana aloko badae oroma mente. Ar noa katha rean kuliye doko botorok'kan їaheKa- na. Nindhanok’ rean
LUK	10	30	यीशु ने उत्तर दिया \wj “एक मनुष्य यरूशलेम से यरीहो को जा रहा था, कि डाकुओं ने घेरकर उसके कपड़े उतार लिए, और मारपीट कर उसे अधमरा छोड़कर चले गए।\wj*	Jisu do atan gotť'ket'teye ror ruaradea, Mi? hor Jerusalem khon Jerikhoteye ãrgo ca!aK'Kan tahē- kona, ar dakuko talareye paraoena. Onko do Kicric'Ko potorkedea arko dalkedea, ar admarwako bagi otoadea. ?'Khan bhag do mitten naeke ona horќeye ardo calak'kan tahēkana, ar uni ne!Kaїeye sa paro- Math. 22:35-40; Mark. 12:28-34
ACT	27	2	\it अद्रमुत्तियुम\it*\f + \fr 27:2 \fq अद्रमुत्तियुम: \ft आसिया माइनर में मुसिया का एक समुद्री नगर।\f* के एक जहाज पर जो आसिया के किनारे की जगहों में जाने पर था, चढ़कर हमने उसे खोल दिया, और अरिस्तर्खुस नामक थिस्सलुनीके का एक मकिदुनी हमारे साथ था।	Khange Agrippa dø Paule metadea. Apnar rean roror iñ arak'am kana. Ado Paul ti tiar- kate ror dodoK'e ehop'ena:
ACT	27	24	‘हे पौलुस, मत डर! तुझे कैसर के सामने खड़ा होना अवश्य है। और देख, परमेश्वर ने सब को जो तेरे साथ यात्रा करते हैं, तुझे दिया है।’	Ado uni onkae roraodok'Kan їaheKanre, Phestus do ãt aranteye menkeda, Baulahaakanam, Paul, atak adi utar bidiatem baulaha- akana??Menkћan Paule menkeda, Bal baulaha akana, E manotan Phestus, menkhan sariak’ ar sote- teak’ Kkaїhakodel roreda. 2%Enїe raj do noakoe badaegea, ar uni then sohosategeñ roreR'a; enteñ khatiakawana, noako mod khon okatak' hӧ uni khon do Ban oko- akana mente, noa ma ente kocare ma ban con hoeakan. ?'E Agrippa raj, nabikom patiauatako kana? lñiñ badaea patiauatako kangeam mente. ?°Khange Agrippa do Paule : teiadea, Ar thora Bankhanettatjai ocokiña Krist- anok’ lagit’. Ado Paule menkeda, Isor then il koekea, jemon thora- tere hō se dhertere hb, am eskar moto do ban, bickom teheñ ainko aħjomeťtin sanamkoge il lekako hoyok'ma, noa sikri chada.
ACT	27	30	परन्तु जब मल्लाह जहाज पर से भागना चाहते थे, और गलही से लंगर डालने के बहाने डोंगी समुद्र में उतार दी;	Ado raje BereЃena, ar disom caKLaoc' ar Bernike ar onko sãote durup'lenko hb, ?'arko sa calao- ente ako modre galmaraokateko menkeda, Nui hor do goc’ ocok' se tol ocoK' lek do ceї hb bae cekayet'kana. ??Ar Agrippa do Phestuse metadea, Nui hor doe arak’ oco darekok'’gea, Kaisar aloe dohaeaekhan honan. Rom teye idi ocok’kana
MAT	6	6	\wj परन्तु जब तू प्रार्थना करे, तो अपनी कोठरी में जा; और द्वार बन्द करके अपने पिता से जो गुप्त में है प्रार्थना कर; और तब तेरा पिता जो गुप्त में देखता है, तुझे प्रतिफल देगा।\wj*	BNACE SOMBAT MATNAEyE OL AKAT LEKA 5 ańñjomket' khan Galilteye sa calao- ena. Ar Nasaret bagikate doreão are reak' Kapharnahumre senkate- ye berelena, Sabulon ar Naphthali tothare, 'jernon Jesaea nabi hotete rorlenak’ piraiK', enkathae, '° Sabulon disom ar Naphthali disom, Doreão parom; : Bongan hor jatkoak’ Galil — Moke durup'akan tahëkan hor do Maran marsaiko ne!keaa, Ar toron reak’ noї aisotre airip'akan їahekan horko ao Mittec' marsal rakap'aЃKoa. 1? Un khon Jisu do poporcar ar memene ehop'keda, Mon acurtape, ente serma raj do sorakana. Pahil pon celae dakaoetť’ko sen, Jordan on
MAT	6	18	\wj ताकि लोग नहीं परन्तु तेरा पिता जो गुप्त में है, तुझे उपवासी जाने। इस दशा में तेरा पिता जो गुप्त में देखता है, तुझे प्रतिफल देगा।\wj*	Ar Galil doreão are areteye darankan ќahekanre bar boeha Patras ko metae simon ar uniren boeha Andrease mńelket'kina, doreãore ja! lek'bdakan; unkin do ente kēotakin їaheKara. '°Are metat'kina, Dela il tayomte, ado manwa sasap kèotań hoe ocobena. Unkin do satmente jalko bagiat'- tekin pańjakedea. ?'Ar onde khon sen lahakate ar bar boeha, Sab- daeren hopon Jakob ar uniren boeha Johane ńñelket'kina, akin apat Sabdae sãote laukare akoak’ ja! jujutkan; are hohoat'kina. 22Ar unkin do satmente lauka ar apat- eї bagiadete uni Kin panjakeiea. Jisuak’ porcar ar parekati
MAT	6	23	\wj परन्तु यदि तेरी आँख बुरी हो, तो तेरा सारा शरीर भी अंधियारा होगा; इस कारण वह उजियाला जो तुझ में है यदि अंधकार हो तो वह अंधकार कैसा बड़ा होगा!\wj*	Ado Jisu gota Galil disom dara dãrãte onkoak’ sunagogkore- ye ceťakokan ar rajosti reak’ bhage sombate porcarakokan, ar disom horko talare sanam lekan rog bi- ghin ar sanam lekan ria hasoye bogeyet'tako tahēkana. “Ar iniak' unan do gota Suriare damdahe- yena. Ar joto dukhaliko uni thenko aguketť'koa, adi lekan rog bighinan ar sasetok'ko, bhut caparko, hanaK' gujuk'ko ar mit' kar goc'ko, are bogeketťkoa. ??Ar adi gadel horko pańja idikedea, Galilren, Dekapolisren, Jerisaietren, Jihudaren ar Jordan on parom- renko. Buru Binti Ado onko gadel hor ńelkate buruteye dec'ena, are dirip'en khan uniren celako uni thenko hec' sorena. °Ado galmaraoat'ko- teye ceRaї'Koa, nonka menkate. Bhagan ko S Monre renadejok’'Kkankodeko Bћadana, ente serma raj do onko- ak’ kangea.
MRK	3	3	उसने सूखे हाथवाले मनुष्य से कहा, \wj “बीच में खड़ा हो।”\wj*	Ar parom ca!aK'KanKo do akoak’ bohok’ ruku rukuateko henosta- wadea, menkedako, “Eya mundil dhan dhak’seric' ar pe mãhãte bek'- naoic, ma am bare bañcaokok'’- te; Isorren Hopon kanam men- khan, krus khon ãrgonme.
MAT	15	22	और देखो, उस प्रदेश से एक \it कनानी\it*\f + \fr 15:22 \fq कनानी: \ft का अर्थ हैं सामी लोगों के एक समूह का सदस्य जो प्रागैतिहासिक काल से कनान में निवास करते हैं इसमें इस्राएली और सुरूफ‍िनीकी भी शामिल हैं।\f* स्त्री निकली, और चिल्लाकर कहने लगी, “हे प्रभु! दाऊद की सन्तान, मुझ पर दया कर, मेरी बेटी को दुष्टात्मा बहुत सता रहा है।”	Ado onko gadel-hore bidako- te, celako do laukare dejok` ar on paromte calao lahak'e udgau got'- katkoa. °*Ar gadel hore bidakeťko khan Koejon lagit' burute ac moto- geye dec'ena; ar nihirnen khan onde eskargeye tahēkana. 2: Men- khan lauka do unre tala doreãore tahēkana dheokote ikoc' sokojok'`- kan, ente hoe do laha sec khon tahēkana. *Ado taran sim rak’ okte doreão cetan cetante taramte onko thene hec'ena. 2%Ar celako do doreão cetanre tak'ramko neikeae, Bhut Kanae, ar botor- teko kikiaukeda.
REV	9	12	पहली विपत्ति बीत चुकी, अब इसके बाद दो विपत्तियाँ और आनेवाली हैं।	Pahilak’ Hae do parom calao- ena; ћeirne, noako tayom ar barea Hae darakana.
REV	9	13	जब छठवें स्वर्गदूत ने तुरही फूँकी तो जो सोने की वेदी परमेश्वर के सामने है उसके सींगों में से मैंने ऐसा शब्द सुना,	Ar turuiyic' dute oronkeaa; ar mittec araniñ añjomkeda, [sor sarnanre menak’ sona pind reak’ ponea darenko khon, !“one ona ao mandanbhed tahēkantae turu- yїc' dute metaekan, Onko ponea dutko rarakakome, one onko Horte: nonostoic’ se Bek'naaoic. · taran gada Phurat thenko tolakan. ?Ar onko ponea dut doko rara ocoyena, one onko ghonta ar din ar cando ar bochor lagit'ko teara- kan tahēkan, jemon manwakoren pe hainre ti hatiñko doc'Ko. '6Ar aswari Iarћai phadko reak’ 1eKҺa do gel hajar gun gel hajar. reak’ dobra tahēkana; onkoak’ lekhañ aħjomkettakoa. "Ar dorsonte sadomko ar onkore dec'akanko do nonKai ћeike Koa; senaei ar lil ar gondhok reak’ lekan ronanaK' koram adonak’ tahēkantakoa, ar sadomko reak’ BohoK' do dhacri kulko reak’ bohok' leka, ar onkoak’ moca khon do sengel ar dhŭã ar gondhok odokok'Kan tahēkana. '8Moako pea dukte manwakoren pe haihre ti hatiń doko doc ocoyena, onKoaK' moca khon odokok'Kan їaheKan sendei ar AҺaa ar gondhoktege. Ente sadomko reak’ dare do onKoaK' mocare ar ‚canao!Kore menak’takoa; ente · onkoak’ oanaboi ao biñko Iekana, Bohok'an; ar onakoѓeko hahanka- na. Ar noako dukte Bako doc' ocoien sarec’ manwako do mon bako.acurlettakoa akoak’ ti reak’ kamiko khon, ar bhutko, ar sọna ar rupa ar pitar ar dhiri ar kat reak’ murhut’ko sewawako khon, one onko do ne! hō Bako ne! dareak’, aћjot hb bako añħñjom dareak’, ar taram hõ bako taram dareak’ ar mon do bako acurlettakoa akoak’ khūkhūn khon, ?'ar Ban do akoak’ ` guk'’ni khon, ar Ban do aKoaK'1oї-
REV	9	6	उन दिनों में मनुष्य \it मृत्यु को ढूँढ़ेंगे, और न पाएँगे\it*\f + \fr 9:6 \fq मृत्यु को ढूँढ़ेंगे, और न पाएँगे: \ft यह ऐसी अवस्था हैं जिसमें विपत्ति ऐसी होगी कि लोग मृत्यु माँगेंगे कि उन्हें राहत मिले, और जहाँ वे उत्सुकता से उस समय की बाट देखेंगे जब वे मृत्यु के द्वारा कष्टों से स्वतंत्र हो सकते हैं।\f*; और मरने की लालसा करेंगे, और मृत्यु उनसे भागेगी। \bdit (अय्यू. 3:21, यिर्म. 8:3) \bdit*	Ar eae gotec' mandanbhed táhēkantako onko eae dut do ok'tonKo sapraoena.
REV	9	7	उन टिड्डियों के आकार लड़ाई के लिये तैयार किए हुए घोड़ों के जैसे थे, और उनके सिरों पर मानो सोने के मुकुट थे; और उनके मुँह मनुष्यों के जैसे थे। \bdit (योए. 2:4) \bdit*	Ar pahiice oroikeda; ar rnayat mesalakat arel ar senaei hoyena, ar onako do dhartire lebda ocoyena; ar dharti reak’ pe hatiñrė mit’ Һal do atar gidiyena, ar dare- ko reak’ pe hatiñre mit’ hal atar gidiyena, ar bebak haríar ghãs atar gidiyena.
REV	9	8	उनके बाल \it स्त्रियों के बाल\it*\f + \fr 9:8 \fq स्त्रियों के बाल: \ft लम्बे बाल; आमतौर पर इस तरह के बाल पुरुष नहीं रखते, परन्तु स्त्रियाँ रखती हैं। \f* जैसे, और दाँत सिंहों के दाँत जैसे थे।	Ar do$arїc' dute oronKe4da; ar seńñgelte Iok'kan mit'tec’ taran buru lekanak' jalapurire lebda oco- yena; ar jalapuri reak’ pe hatiñre ti hatiñ ao tayarnena, ?ar jala- puriren jiwianko reak’ pe hatiñre mit hatiñ doko goc'ena, arjahajko reak’ pe hatińre ti? hatiñ do han- gla bhatena.
REV	9	10	उनकी पूँछ बिच्छुओं की जैसी थीं, और उनमें डंक थे, और उन्हें पाँच महीने तक मनुष्यों को दुःख पहुँचाने की जो शक्ति मिली थी, वह उनकी पूँछों में थी।	Ar tesaric' dute oronkeaa; ar checha leka jolok'kan taran utar mit'tec’ ipil serma khone iirhaye- na; ar gadako reak’ pe Һaiї reak’ ti hatiñre, ar dak’ jharnakoreye iirhayena; "ar uni ipil reak’ ñutum do Nagodana, ar dak’ko reak’ pe Һailre ti hatiñ do nagodana leka harhat'epa; ar dak’ harhaRen iate manwako modre aetako doc'ena.
MAT	24	4	यीशु ने उनको उत्तर दिया, \wj “सावधान रहो! कोई तुम्हें न बहकाने पाए।\wj*	Probhu do ilren Probhui me- tadea, j lħñak’' etomre durup'me,. Amren Bairiko auriñ am janga latarko habic'.
MAT	24	45	\wj “अतः वह विश्वासयोग्य और बुद्धिमान दास कौन है, जिसे स्वामी ने अपने नौकर-चाकरों पर सरदार ठहराया, कि समय पर उन्हें भोजन दे?\wj*	Ado Daud.unige Probhui metaekan khan, cekate uniren hopon Kanae? Ar okoege ti katha hō bako ror ruar dareadea, ar enhilok' khon oKoe hō ar do uni kuliye bako dilleda. Sostor badae ko ar pharisi Koe nisrauet’koa
MAT	24	37	\wj जैसे नूह के दिन थे, वैसा ही मनुष्य के पुत्र का आना भी होगा।\wj*	E Jerusalem, E Jerusalem, nabiko gogoc'ic' ar am then kolko dħirite lic", tin dhao amren ho- ponko har samtaokońñ menwana, sim enda ac'ren hoponko phakrak` latarreye guñgut'ko leka, menkhan ape do Bape rebenlena. ° №eIpe, apeaK` oraK` do ape lagit' ujarge bagi otok'kana. ”Enteńñ meta pe- kana, nit khonak' ado andepe ne!ena auripe men habic', Bhoran- geae Probhu niїitїe daraekanic' do. Minai dhańdhaserok’ rean
