nllb	आज की हस्ती: अफ़गानिस्तान	ᱦᱟᱹᱴᱤᱧ: ᱮᱸᱯᱷᱤᱵᱤᱭᱟ
nllb	तू है या नहीं, आज भी है	ᱵᱟᱝ ᱟᱨ ᱵᱟᱝ, ᱚᱠᱛᱚ ᱱᱤᱛᱦᱚᱸ ᱢᱮᱱᱟᱜ ᱜᱮᱭᱟ
nllb	भाषा कौशल का प्रमाण (अंग्रेजी, ग्रीक, आदि)	ᱜᱟᱞᱤᱥᱤᱭᱟᱱ ᱯᱟᱹᱨᱥᱤ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱥᱤᱠ ᱠᱟᱛᱷᱟ (ᱜᱟᱞᱤᱥᱤᱭᱟᱱ, ᱥᱯᱮᱱᱤᱥ ᱟᱨ ᱤᱝᱞᱤᱥ ᱛᱮ)
nllb	कौन सी चीजें आपको रात में जगाए रखती हैं?	ᱟᱢ ᱪᱮᱫ ᱡᱤᱱᱤᱥ ᱧᱤᱱᱫᱟᱹ ᱵᱮᱨᱮᱫ ᱠᱟᱛᱮ ᱫᱚᱦᱚ ᱮᱫ ᱢᱮᱭᱟ?
nllb	कोई मुल्क नहीं	ᱵᱟᱝᱞᱟ ᱫᱤᱥᱚᱢ
nllb	तुम पुजारी.	ᱟᱢᱫᱚᱢ ᱫᱷᱚᱨᱚᱢ ᱠᱟᱱᱟ
wikimedia	चन्द्रमा और मंगल धनयोग का उदहारण :- मिट्टी का घड़ा या सुराही को पानी से भरकर घर की उत्तर दिशा में रखने से पैसों की तंगी नहीं होती। उत्तर दिशा कुबेर की दिशा है धन आने की दिशा है बुध की दिशा है बुद्धि ठीक रहेगी तो सब ठीक ही रहेगा	ᱪᱟᱸᱫᱚ ᱟᱨ ᱢᱚᱸᱜᱚᱞ ᱫᱷᱟᱱᱭᱚᱜ ᱨᱮᱱᱟᱜ ᱩᱫᱦᱟᱨᱟᱬᱺ- ᱦᱟᱥᱟ ᱨᱮᱱᱟᱜ ᱠᱟᱹᱰᱟ ᱫᱚ ᱫᱟᱜ ᱨᱮ ᱯᱮᱨᱮᱡ ᱠᱟᱛᱮᱜ ᱚᱲᱟᱜ ᱨᱮᱱᱟᱜ ᱮᱛᱚᱢ ᱱᱟᱠᱷᱟ ᱨᱮ ᱫᱚᱦᱚ ᱠᱟᱛᱮᱜ ᱨᱮ ᱴᱟᱠᱟ ᱯᱩᱭᱥᱟᱹ ᱨᱮᱱᱟᱜ ᱡᱟᱞᱟ ᱵᱟᱹᱱᱩᱜ ᱟ ᱾ ᱮᱛᱚᱢ ᱱᱟᱠᱷᱟ ᱠᱩᱵᱮᱨ ᱫᱷᱟᱹᱵᱤᱡ ᱦᱤᱡᱩᱜ ᱨᱮᱱᱟᱜ ᱵᱩᱫᱷ ᱟᱜ ᱱᱟᱠᱷᱟ ᱠᱟᱱᱟ ᱵᱩᱫᱷᱤ ᱱᱟᱯᱟᱭ ᱛᱟᱦᱮᱱ ᱠᱷᱟᱱ ᱥᱟᱱᱟᱢ ᱱᱟᱯᱟᱭ ᱜᱮ ᱛᱟᱦᱮᱱᱟ᱾
wikimedia	वर्षामापन	ᱫᱟᱜ ᱡᱟᱹᱲᱤ ᱱᱟᱯᱤ
nllb	हर एक की है,	ᱡᱚᱦᱟᱨ ᱡᱚᱛᱚ ᱠᱚᱜᱮ,
nllb	(हिन्दीः "लिसूतू, हमारे पिताओं की भूमि")	(ᱥᱟᱱᱛᱟᱲᱤ: "ᱞᱮᱥᱳᱛᱷᱳ, ᱟᱵᱚᱣᱟᱜ ᱡᱟᱱᱟᱢ ᱫᱤᱥᱚᱢ")
nllb	आज खाने का स्वाद लज़ीज़ है।	᱓. ᱛᱮᱦᱮᱧ ᱫᱚ ᱥᱮᱨᱮᱧ ᱜᱟᱭᱱᱟᱦᱟ ᱥᱟᱱᱛᱟ ᱩᱡᱤᱭᱟᱜ ᱡᱟᱱᱟᱢ ᱢᱟᱦᱟ ᱠᱟᱱᱟ᱾
nllb	दशम शती के मध्य से संवत् 12000 तक	᱑᱐ ᱰᱤᱥᱮᱢᱵᱚᱨ ᱠᱷᱚᱱ ᱢᱩᱪᱟᱹᱫ ᱦᱟᱹᱵᱤᱡ
nllb	2008 मकबूल मण्डेलिया भारतीय राष्ट्रीय कांग्रेस	᱑᱒ ᱒᱐᱐᱙ ᱞᱚᱞᱤᱛ ᱢᱚᱦᱚᱱ ᱥᱩᱠᱞᱚ ᱵᱳᱭᱫᱷᱚ ᱥᱤᱧᱚᱛ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱠᱚᱝᱜᱽᱨᱮᱥ
tatoeba	तेल और हल्दी लाओ तो।	ᱥᱩᱱᱩᱢ ᱟᱨ ᱥᱟᱥᱟᱝ ᱟᱹᱜᱩᱭ ᱢᱮ ᱥᱮ᱾
nllb	बॉस्निया और हर्ज़ेगोविना[50][55]	ᱵᱚᱥᱱᱤᱭᱟ ᱟᱨ ᱦᱟᱨᱡᱮᱜᱳᱵᱷᱤᱱᱟ[᱕]
nllb	इसलिए, बेस्ट	ᱚᱱᱟᱛᱮᱜᱮ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ
wikimedia	अकबर के दरबार में	ᱟᱠᱵᱟᱨᱟᱜ ᱫᱚᱨᱵᱟᱨ ᱨᱮ
nllb	टैगः एशिया के शहर	ᱢᱩᱬ ᱚᱱᱚᱞ: ᱥᱟᱢᱟᱝ ᱮᱥᱤᱭᱟ ᱨᱮᱱᱟᱜ ᱥᱚᱦᱚᱨ ᱠᱚ
nllb	ड्रैगन क्वेस्ट सबसे पहले खेला जाने वाला खेल था!	ᱯᱚᱝᱠᱟᱡ ᱟᱰᱵᱷᱟᱱᱤ ᱫᱚ ᱯᱩᱭᱞᱩ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟ.
wikimedia	ईरान	ᱤᱨᱟᱱ
wikimedia	चित्रकार विलियम एडल्फ बोगुरेने बनाएँहुए माता की तस्विर	ᱯᱷᱚᱴᱚ ᱵᱟᱱᱟᱣ ᱣᱤᱞᱤᱭᱟᱹᱢ ᱮᱰᱟᱞᱯᱷ ᱵᱚᱜᱩᱨᱮᱱᱮ ᱵᱟᱱᱟᱣᱜ ᱟᱭᱚ ᱯᱷᱚᱴᱚ
nllb	← वार्ताःएस्टोनियाई भाषा	ᱢᱩᱬ ᱚᱱᱚᱞ: ᱚᱥᱴᱨᱳᱱᱮᱥᱤᱭᱟᱱ ᱯᱟᱹᱨᱥᱤᱠᱚ
nllb	क्या जायज़ हो सकती है ?	ᱪᱮᱫ ᱠᱟᱨᱚᱱ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜ ᱟ?
nllb	सब खाना ख़ाके दारू पीके चले गये	ᱥᱟᱱᱟᱢ ᱢᱮᱫᱼᱫᱟᱜᱛᱮ ᱞᱚᱦᱚᱫ ᱮᱱᱟ᱾
wikimedia	प्रज्ञा, सौभाग्य और सफलता के आशीर्वाद हेतु परंपरागत रूप से सुन्दरीवाणी मंत्र का तीन, सात अथवा नौ बार जप किया जाता है:	ᱩᱛᱟᱹᱨ ᱞᱮᱠᱟᱛᱮ, ᱥᱩᱱᱫᱟᱨᱤᱣᱟᱱᱤ ᱢᱟᱱᱛᱟᱨ ᱯᱮ, ᱮᱭᱟᱭ, ᱟᱨ ᱟᱨᱮ ᱫᱷᱟᱣ ᱠᱚ ᱥᱮᱨᱮᱧᱟ ᱟᱢ ᱵᱩᱡᱷᱟᱹᱣ, ᱵᱷᱟᱹᱜᱽ ᱟᱨ ᱡᱤᱛᱠᱟᱹᱨ ᱛᱮ ᱛᱷᱩᱢ ᱮᱢ ᱞᱟᱹᱜᱤᱫ:
tatoeba	पिछले सप्ताह मुझे फ़्रांसीसी भाषा में पत्र प्राप्त हुआ।	ᱢᱟᱲᱟᱝ ᱦᱟᱴ ᱤᱧ ᱯᱷᱨᱮᱧᱪ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱪᱤᱴᱷᱤ ᱧᱟᱢ ᱠᱮᱫᱟᱹᱧ ᱾
wikimedia	हरियाना	ᱦᱚᱨᱤᱭᱟᱱᱟ
wikimedia	इंसानों के परिपेक्ष में माता अपने गर्भ में बच्चे को धारण करती है और भ्रूण के विकास के बाद उसे जन्म देती है।	ᱢᱟᱹᱱᱢᱤ ᱭᱟᱜ ᱱᱤᱨᱯᱮᱪᱷ ᱨᱮ ᱟᱭᱚ ᱟᱯᱱᱟᱨ ᱦᱚᱲᱢᱚ(ᱜᱟᱨᱵᱷᱚ) ᱨᱮ ᱜᱤᱫᱨᱟᱹ ᱮ ᱫᱚᱦᱚ ᱮ ᱠᱟᱱᱟᱭ ᱟᱨ ᱵᱷᱨᱩᱱ ᱨᱮᱱᱟᱜ ᱥᱤᱨᱤᱡ ᱛᱟᱭᱚᱢ ᱩᱱᱤ ᱣ ᱡᱟᱱᱟᱢ ᱮ ᱠᱟᱱᱟ᱾
nllb	वेंकैया नायडू (२००२-०4)	ᱵᱷᱮᱱᱠᱟᱭᱟ ᱱᱟᱭᱰᱩ (᱒᱐᱐᱒-᱐᱔)
wikimedia	किशोर बालक का बौद्धिक विकास पर्याप्त होता है। उसकी चिंतन शक्ति अच्छी होती है। इसके कारण उसे पर्याप्त बौद्धिक कार्य देना आवश्यक होता है। किशोर बालक में अभिनय करने, भाषणा देने तथा लेख लिखने की सहज रुचि होती है। अतएव कुशल शिक्षक इन साधनों द्वारा किशोर का बौद्धिक विकास करते हैं।	ᱡᱩᱣᱟᱹᱱ ᱠᱚᱲᱟᱣᱟᱜ ᱵᱚᱫᱷᱤᱠ ᱣᱤᱠᱟᱥ ᱠᱷᱟᱞᱤ ᱜᱮ ᱛᱟᱦᱮᱱᱟ᱾ ᱩᱱᱤ ᱭᱟᱜ ᱪᱤᱸᱛᱟ ᱫᱟᱲᱮ ᱱᱟᱯᱟᱭ ᱜᱮ ᱛᱟᱦᱮᱱᱟ᱾ ᱚᱱᱟ ᱠᱷᱟᱹᱛᱤᱨ ᱩᱱᱤ ᱥᱟᱨᱮᱡ ᱵᱩᱫᱷᱤ ᱠᱟᱹᱢᱤ ᱦᱩᱭ ᱟᱭᱟ᱾ ᱡᱩᱣᱟᱹᱱ ᱠᱚᱲᱟ ᱨᱮ ᱟᱵᱷᱤᱱᱟᱭ,ᱵᱷᱟᱥᱟᱬ,ᱟᱨ ᱚᱞ ᱠᱚᱨᱮ ᱤᱪᱷᱟ ᱛᱟᱦᱮᱱ ᱛᱟᱭᱟ᱾ ᱡᱮᱞᱮᱠᱟ ᱱᱟᱯᱟᱢ ᱢᱟᱪᱮᱫ ᱱᱚᱣᱟ ᱥᱟᱫᱷᱟᱱ ᱛᱮ ᱡᱩᱣᱟᱹᱱᱟᱜ ᱵᱩᱫᱷᱤ ᱣᱤᱠᱟᱥ ᱮᱫ ᱟ᱾
nllb	उपगणः फेलीफोर्मिया	ᱥᱟᱱᱛᱟᱲᱤ: ᱯᱷᱤᱞᱤᱯᱟᱭᱤᱱ
wikimedia	घड़ा	ᱠᱟᱸᱰᱟ
nllb	1997 में हुई पहली मुठभेड़	᱒ ᱢᱚᱠᱠᱟ ᱨᱮ ᱯᱩᱭᱞᱩ ᱦᱚᱡᱡᱚ
wikimedia	दज्जल	ᱫᱟᱡᱽᱞ
nllb	वो जहाँ भी पीटे गये वहाँ से भाग खड़े हुए	ᱡᱟᱸᱦᱟᱭ ᱡᱟᱹᱛᱤᱭᱟᱜ ᱛᱤᱻᱨᱮ ᱢᱮᱱᱟᱜᱛᱟᱭᱟ ᱠᱚᱞᱚᱢ
nllb	अपने ब्रश की उपज शुरू करें!	ᱟᱢᱟᱜ ᱟᱯᱱᱟᱨ ᱣᱤᱠᱤ ᱮᱦᱚᱵ ᱢᱮ!
nllb	देश की भाषाःचीनी भाषा	ᱛᱷᱚᱠ:ᱪᱤᱱ ᱨᱮᱱᱟᱜ ᱯᱟᱹᱨᱥᱤ
nllb	दो दक्षिण पूर्व एशिया से हैं -	ᱮᱛᱚᱢ ᱥᱟᱢᱟᱝ ᱮᱥᱤᱭᱟ ᱨᱮ ᱵᱟᱨᱭᱟ ᱚᱛᱱᱚᱜ ᱴᱚᱴᱷᱟ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱱᱟ:
nllb	पर आज का ज़माना तो,	ᱮᱱᱦᱚᱸ ᱛᱮᱦᱮᱧ ᱫᱚ,
nllb	1988 से आए फिल्मों में	᱑᱘ ᱪᱤᱛᱟᱹᱨ ᱠᱚ
nllb	पिछड़ा वर्ग 36.5	᱓.᱕ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱯᱚᱲᱦᱚᱱ ᱨᱮᱱᱟᱜ ᱞᱮᱜᱵᱷᱟᱜ
tatoeba	सुन लिया है मैंने।	ᱟᱸᱡᱚᱢ ᱟᱠᱟᱫ ᱜᱮᱭᱟᱹᱧ ᱾
wikimedia	घड़ा कलश एक ऐसा पात्र जिसमें किसी वस्तु को एकत्र किया जा सके, घड़ा विशेषत: मिट्टी, व धातु के बनाये जाते हैं इतिहास में घड़े के प्रदुर्भाव का सभ्यता से सीधा संबध हैं। मानव सभ्यता के उदगम के साथ साथ कृषि जैसी तकनीक के अविष्कार के साथ ही वस्तुओं को इकट्ठा करने की आवश्यकता होने लगी और वस्तुओं के सरंक्षण व एकत्र करने की आवश्यकताओं ने घड़े जैसे पात्र का अविष्कार करवाया।	ᱠᱟᱸᱰᱟ ᱠᱟᱞᱟᱥᱷ ᱢᱤᱫ ᱟᱹᱱᱠᱟᱱᱠᱟᱱ ᱥᱟᱢᱟᱱ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱥᱟᱢᱟᱱ ᱠᱚ ᱫᱚᱦᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ, ᱠᱟᱸᱰᱟ ᱟᱥᱚᱞ ᱛᱮ ᱺ ᱦᱟᱥᱟ , ᱪᱮ ᱫᱷᱟᱛᱩ ᱨᱮᱱᱟᱜ ᱵᱟᱱᱟᱣ ᱛᱟᱦᱮᱱ ᱠᱟᱱᱟ ᱱᱟᱜᱟᱢ ᱨᱮ ᱯᱨᱟᱫᱤᱨᱵᱷᱟᱣ ᱨᱮᱱᱟᱜ ᱥᱟᱵᱷᱟᱭᱛᱟ ᱥᱚᱡᱷᱮ ᱡᱚᱲᱟᱣ ᱢᱮᱱᱟᱜ ᱟ᱾ ᱢᱟᱹᱱᱢᱤ ᱥᱟᱵᱷᱟᱭᱛᱟ ᱥᱟᱶᱛᱮ ᱟᱨᱡᱟᱣ ᱞᱮᱠᱟᱱ ᱛᱤᱠᱱᱤᱠ ᱨᱮᱱᱟᱜ ᱠᱷᱚᱡ ᱥᱟᱶᱛᱮ ᱥᱟᱢᱟᱱ ᱠᱚ ᱨᱮᱱᱟᱜ ᱫᱚᱨᱠᱟᱨ ᱥᱟᱶᱛᱮ ᱟᱨ ᱥᱟᱢᱟᱱ ᱨᱮᱱᱟᱜ ᱥᱟᱸᱨᱟᱪᱷᱟᱱ ᱪᱮ ᱢᱤᱫ ᱨᱮᱱᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱫᱚᱨᱠᱟᱨ ᱠᱟᱸᱰᱟ ᱞᱮᱠᱟᱱ ᱥᱟᱢᱟᱱ ᱠᱷᱚᱡ ᱩᱛᱩ ᱤᱫᱤ ᱮᱱᱟ।
wikimedia	मेक्सिको	ᱢᱮᱠᱥᱤᱠᱚ
nllb	3 अन्य भाषाओं से लिए गए मुहावरे	᱓ ᱮᱴᱟᱜ ᱯᱟᱹᱨᱥᱤ ᱠᱚᱨᱮ ᱚᱨᱥᱚᱝ
nllb	यह शायद अटपटा लगे	ᱫᱟᱲᱮᱭᱟᱭ ᱚᱱᱟ ᱫᱚ ᱵᱮᱸᱠ ᱜᱮ ᱴᱷᱟᱣᱟᱹᱭᱟᱭ ᱾
nllb	सर्वबुद्धानियं शिक्षा सर्वधर्मस्वभावता।	ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹᱟ ᱥᱮᱪᱮᱫ ᱴᱷᱟᱸᱣᱟᱹ ᱢᱟ ᱾
wikimedia	अवरोही पानी चट्टानी आधार के साथ कुछ संपर्क रखता है।	ᱟᱣᱨᱚᱦᱤ ᱫᱟᱜ ᱪᱟᱴᱟᱱᱤ ᱟᱫᱷᱚᱨ ᱥᱟᱶᱛᱮ ᱱᱟᱥᱮ ᱥᱩᱯᱩᱨ ᱫᱚᱦᱚᱭ ᱠᱟᱱᱟ᱾
nllb	तेरे पास नहीं,	ᱵᱟᱦᱟ ᱞᱮᱱᱟᱢ ᱟᱢ ᱫᱚ ᱵᱟᱦᱟ,
nllb	रोज आती नहीं ये बहार	ᱫᱤᱱ ᱯᱟᱨᱚᱢᱚᱜᱼᱟ ᱯᱤᱲᱦᱤ ᱵᱟᱫᱟᱞᱚᱜᱼᱟ
nllb	जिससे वहां से गुजर रहे लोगों में भगदड़ मच गई.	ᱴᱷᱟᱶ ᱨᱮ ᱵᱩᱲᱩᱵᱚᱜ ᱠᱟᱱ ᱛᱮᱫᱮᱨ ᱦᱚᱲ ᱠᱟᱱᱟᱭ ᱾
nllb	उनमें झंकार और टंकार है बाकी	ᱱᱚᱣᱟ ᱟᱡᱟᱨ ᱨᱮᱫᱚ ᱨᱩᱜᱤ ᱠᱚᱣᱟᱜ ᱴᱟᱺᱰᱤ ᱟᱨ ᱩᱞᱟ.
nllb	सोचा था कि 300,000 से अधिक साल पहले की तारीख!	ᱱᱚᱶᱟ ᱯᱮᱥᱟ ᱒,᱐᱐᱐ ᱥᱮᱨᱢᱟ ᱠᱷᱚᱱ ᱵᱟᱬᱛᱤ ᱢᱟᱨᱮᱭᱟ!
nllb	लामी (फ्रांस	ᱞᱟᱛᱤᱱ (ᱯᱷᱨᱮᱸᱪ ᱚᱨᱛᱷᱚᱜᱽᱨᱟᱯᱷᱤ)
nllb	२०१९ के आलोक में:	ᱥᱟᱛᱟᱢ ᱞᱮᱠᱟᱛᱮ ᱒᱐᱒᱐ ᱥᱮᱨᱢᱟ:
nllb	कोई क्या खाए क्या पहने ,इस पर मत करो विचार;	ᱡᱟᱸᱦᱟᱭᱜᱮᱭ ᱡᱚᱢ ᱫᱟᱲᱮᱭᱟᱜ; ᱵᱟᱝᱼᱮ ᱢᱟᱱᱟ ᱟᱹᱱᱤᱡᱼᱟ ᱡᱤᱣᱤ ᱫᱟᱨᱮ᱾
nllb	1 राष्ट्रीय और आधिकारिक भाषाएं	ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱯᱟᱹᱨᱥᱤ ᱟᱨ ᱥᱚᱨᱠᱟᱨᱤ ᱯᱟᱹᱨᱥᱤᱥᱟᱯᱲᱟᱣ
nllb	39सुन्दर महिलाये	᱓ ᱠᱩᱲᱤ ᱯᱟᱦᱴᱟ
wikimedia	नाखून मनुष्यों के हाथ तथा पांव की अंगुलियों के आख़िरी हिस्से के ऊपरी भाग में एक ठोस कवचनुमा आवरण होता है। यह वानरों और कुछ अन्य स्तनपाइयों में भी विद्यमान होता है। अनेक जीवों में नाखून पंजों के समान होता है। यह एक कठोर प्रोटीन कॅराटिन से बना होता है पशुओं के सींग भी इसी पदार्थ के होते हैं।	ᱨᱟᱢᱟ ᱢᱟᱹᱱᱢᱤ ᱠᱚᱣᱟᱜ ᱛᱤ ᱟᱨ ᱡᱟᱸᱜᱟ ᱨᱮᱱᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱦᱟᱹᱴᱤᱧ ᱨᱮᱱᱟᱜ ᱪᱮᱛᱟᱱᱨᱮ ᱢᱤᱫ ᱴᱷᱚᱥ ᱠᱟᱣᱟᱪᱱᱩᱢᱟ ᱟᱣᱨᱟᱱ ᱛᱟᱦᱮᱱ ᱠᱟᱱᱟ᱾ ᱱᱚᱶᱟ ᱫᱚ ᱦᱟᱺᱬᱩ ᱟᱨ ᱟᱹᱵᱤᱱᱟᱹᱜ ᱥᱛᱟᱱᱯᱟᱹᱭ ᱴᱷᱮᱱ ᱛᱟᱦᱮᱱ ᱠᱟᱱᱟ᱾ ᱟᱹᱰᱤ ᱡᱤᱭᱟᱞᱤ ᱴᱷᱮᱱ ᱨᱟᱢᱟ ᱨᱮᱱᱟᱜ ᱯᱟᱸᱡᱟ ᱞᱮᱠᱟ ᱛᱟᱦᱮᱱ ᱠᱟᱱ ᱛᱟᱠᱚᱣᱟ᱾ ᱱᱚᱶᱟ ᱢᱤᱫ ᱠᱮᱴᱮᱡ ᱯᱨᱚᱴᱤᱱ ᱠᱮᱨᱚᱴᱤᱱ ᱠᱷᱚᱱ ᱵᱟᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱟᱨ ᱡᱟᱱᱣᱟᱨ ᱟᱜ ᱫᱮᱨᱮᱧ ᱦᱚᱸ ᱱᱚᱶᱟ ᱠᱷᱚᱱ ᱨᱮᱱᱟᱜ ᱢᱤᱫ ᱥᱚᱢᱟᱱ ᱜᱮᱭᱟ᱾
tatoeba	रबी भूसे के घर में रह रहा है।	ᱨᱚᱵᱤ ᱫᱚ ᱵᱩᱥᱩᱵ ᱚᱲᱟᱜ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱱᱟᱭ ᱾
nllb	कोई चारा ही नहीं है उनके पास।	ᱢᱮᱛᱟ ᱠᱚᱣᱟᱠᱳ ᱠᱟᱹᱣᱰᱤ ᱵᱟᱹᱱᱩᱜᱼᱟ᱾
wikimedia	बीज	ᱡᱟᱝ
nllb	अपने साथ सौम्य रहो।	ᱥᱟᱱᱛᱟᱲ ᱥᱟᱶᱛᱟᱜᱮ᱾
nllb	सवारी जहाज़ 33	᱓.᱒ ᱜᱟᱰᱟ ᱠᱚ
nllb	4 अन्य जानवर	᱔ ᱮᱴᱟᱜ ᱡᱟᱱᱣᱟ ᱠᱚᱣᱟᱜ
nllb	सबको जो नंगा कर देता।	ᱡᱟᱦᱟᱸᱭ ᱵᱚᱸᱜᱟ ᱢᱩᱴᱷᱟᱹᱱᱮ ᱥᱮᱵᱟᱭ ᱾
nllb	दो सींगे भी होती हैं	ᱟᱜ ᱵᱟᱨᱭᱟ ᱪᱚᱨᱪ ᱦᱚᱸ ᱢᱮᱱᱟᱜᱼᱟ ᱾
wikimedia	रचना	ᱵᱟᱱᱟᱣ
nllb	खाना (भात) खा लिया ?	ᱯᱤᱴᱷᱟᱹᱢ ᱡᱚᱢ ᱠᱮᱫᱟ ᱥᱮ?
nllb	पतझड़ का , आँधी , सागर का,	ᱫᱷᱮᱱᱩ-ᱪᱚᱨᱟ ᱛᱚᱢᱟᱨ ᱢᱟᱴᱷᱮ, ᱯᱟᱨᱮ ᱡᱟᱵᱟᱨ ᱠᱷᱮᱭᱟ ᱜᱷᱟᱴᱮ,
nllb	क्या आपका फ़ोन हैंग होता है ?	ᱟᱢᱟᱜ ᱯᱷᱚᱱ ᱱᱚᱢᱵᱚᱨ ᱦᱟᱹᱴᱤᱧ?
nllb	स्रोत: यूएसएन्डनेपाल	ᱥᱟᱱᱛᱟᱲᱤ: ᱩᱭᱤᱱᱥᱴᱚᱱ ᱪᱟᱨᱪᱤᱞ
nllb	काम और कैरियर दिसंबर 2019	᱑᱒ ᱜᱚᱰᱮᱛᱟᱜ ᱡᱩᱜᱽᱛᱟᱹᱭ ᱟᱨ ᱠᱟᱹᱢᱤ
nllb	56 दुनिया के संबधो के बीच	᱕ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ
nllb	यह विधि इसके लिए एक आशुलिपि हैः	ᱛᱩᱞᱟᱹᱡᱚᱠᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱢᱤᱫ ᱟᱹᱭᱟᱹᱛ ᱜᱮ ᱢᱟᱱᱚᱠ ᱮᱥᱛᱳᱱᱤᱭᱟᱱ ᱛᱮ:
nllb	भारत में यह दर 34 है.	ᱥᱤᱧᱚᱛ ᱨᱮ ᱓᱔ ᱱᱚ.
nllb	जो नही देखा कोई	ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱵᱟᱭ ᱧᱮᱧᱮᱞ
nllb	देखते हो क्या	ᱪᱮᱫ ᱮᱢ ᱧᱮᱞᱮ ᱟ?
nllb	पुलिस घर के	᱒.᱑ ᱯᱩᱞᱤᱥ ᱚᱲᱟᱜ
nllb	मुख्य लेखः यूनाइटेड किंगडम में अवक्रमण	ᱢᱩᱬ ᱚᱱᱚᱞ: ᱭᱩᱱᱤᱠᱳᱰ ᱨᱮ ᱛᱮᱹᱞᱮᱜᱩ
nllb	अब अपनी खटिया।	ᱱᱤᱛ ᱟᱢᱟᱜ ᱦᱟᱥᱟᱨᱮ ᱠᱚ ᱨᱟᱡᱽ᱾
nllb	सब कुछ खा-पी जानेवाला	ᱡᱚᱢᱟᱜ ᱡᱚ ᱡᱚ ᱡᱤᱱᱤᱥ ᱠᱚ
nllb	घटनाएँ २०२०	᱒ ᱱᱟᱜᱟᱢᱟᱱᱟᱜ ᱜᱷᱚᱴᱚᱱ ᱠᱚ
nllb	और इंडोनेशिया भी।	ᱟᱨ ᱟᱸᱡᱚᱢᱤᱭᱟ.
nllb	पर कहा चले गए ?	ᱮᱱᱠᱷᱟᱱ ᱟᱢ ᱫᱚ ᱚᱠᱟ ᱥᱮᱫ ?
wikimedia	चर्चित माताये	ᱵᱟᱰᱟᱭᱟᱱ ᱟᱭᱚ ᱠᱚ
